Year,Country,Latitude,Longitude,Admin
2020,BRAZIL,-7.185859951,-36.75261869,1
2020,BRAZIL,-5.707149906,-36.31997352,1
2020,BRAZIL,-8.366224256,-38.02426259,1
2020,BRAZIL,-4.660516781,-39.56062102,1
2020,BRAZIL,-23.18652717,-46.88988012,2
2020,THAILAND,12.61030696,102.1118774,1
2020,THAILAND,15.35861137,99.4789355,1
2020,THAILAND,18.18005271,98.94370596,1
2020,THAILAND,12.87411666,101.3941959,1
2020,CAMBODIA,13.44256912,103.9101335,1
2020,CAMBODIA,13.73536041,103.0120628,1
2020,CAMBODIA,13.88978404,105.0408796,1
2020,CAMBODIA,12.78103282,105.0201986,1
2020,CAMBODIA,13.66093125,102.6560226,2
2020,CAMBODIA,13.71964227,103.047095,1
2020,INDONESIA,-6.937754575,106.9296709,2
2020,INDIA,28.69440255,77.23052911,1
2020,CHAD,13.82858341,20.83506273,2
2020,THAILAND,12.6089668,102.0940246,1
2020,THAILAND,15.33212476,99.42949702,1
2020,THAILAND,18.2374517,98.92997305,1
2020,THAILAND,12.80850841,101.3584903,1
2020,THAILAND,17.43321548,101.7042817,1
2020,CAMBODIA,13.70334177,103.0642478,1
2020,CAMBODIA,11.54448241,105.0408587,2
2020,MALAYSIA,5.364696499,100.555756,2
2020,COSTA RICA,10.45412654,-84.19632087,0
2020,CHAD,13.83500895,20.83926796,2
2020,CHAD,14.52572039,20.92547891,2
2020,CHAD,12.22505891,21.41306157,2
2020,SUDAN,13.41830027,22.68490691,1
2020,BRAZIL,-24.95503912,-53.47269703,2
2020,DEMOCRATIC REPUBLIC OF THE CONGO,-4.809272015,17.04125389,2
2021,BOLIVIA,-16.74149322,-64.74864707,0
2021,BRAZIL,-8.355940112,-56.82628874,0
2021,COLOMBIA,3.360121415,-73.35989548,0
2021,COSTA RICA,10.45412654,-84.19632087,0
2021,EL SALVADOR,13.73233301,-88.6097716,0
2021,GUATEMALA,15.66629779,-90.41152934,0
2021,MEXICO,23.76468854,-102.9763608,0
2021,NICARAGUA,12.73450905,-85.21418083,0
2021,PARAGUAY,-23.26159148,-58.70336964,0
2021,VENEZUELA,7.113209919,-66.11710768,0
2021,PERU,-13.5330137,-71.96534373,2
2021,PERU,-5.178553293,-80.65805212,2
2021,BRAZIL,-23.99526042,-46.25819435,2
2021,BRAZIL,-23.96277332,-46.32990669,2
2021,BRAZIL,-23.96053401,-46.39885281,2
2021,BRAZIL,-16.6807011,-49.27818336,2
2021,BRAZIL,-26.29638919,-48.85579663,2
2021,BRAZIL,-8.057804848,-34.89081588,2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
2021,BRAZIL,-22.28063655,-49.29541016,1
2021,BRAZIL,-24.69983728,-51.13736813,1
2021,BRAZIL,-8.337864657,-37.73922648,1
2021,CAMBODIA,13.86958122,107.0703931,1
2021,CAMBODIA,12.6964391,107.0175166,1
2021,CAMBODIA,12.84458357,103.1638039,1
2021,CAMBODIA,12.76096206,106.1310607,1
2021,PHILIPPINES,13.13450038,121.4092444,1
2021,INDIA,17.70395694,83.23786226,2
2021,INDIA,30.90238837,75.86353748,2
2021,INDIA,18.52720775,73.85094869,2
2021,INDIA,21.14858413,79.08795729,2
2021,INDIA,20.70289343,77.00904421,2
2021,INDIA,22.31319612,73.1830419,2
2021,INDIA,23.1809465,70.92626855,1
2021,BRAZIL,-9.388934357,-54.1120963,0
2021,INDIA,23.05114424,72.59346719,2
2021,INDIA,28.81935342,77.23287569,1
2021,INDIA,25.83886461,86.25848847,1
2021,INDIA,19.53051532,75.82870372,1
2021,BRAZIL,-15.28502001,-49.87624894,1
